func,classification
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
filter,data cleaning
paste0,setup
paste0,setup
paste0,setup
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
list.files,setup
file.path,setup
getwd,setup
for,data cleaning
read.csv,setup
file.path,setup
getwd,setup
length,data cleaning
paste,data cleaning
substr,data cleaning
head,exploratory
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
function,setup
paste0,setup
if,data cleaning
return,data cleaning
if,data cleaning
list,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
list,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
filter,data cleaning
ggplot,exploratory
aes,exploratory
geom_bar,exploratory
facet_grid,exploratory
labs,exploratory
theme,exploratory
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
filter,data cleaning
filter,data cleaning
select,data cleaning
paste0,setup
paste0,setup
paste0,setup
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
read_csv,data cleaning
read_csv,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
as.numeric,data cleaning
as.numeric,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
function,setup
sum,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
function,setup
function,setup
bind_rows,data cleaning
rename,data cleaning
str_to_title,data cleaning
options,setup
function,setup
for,data cleaning
length,data cleaning
sum,data cleaning
bind_rows,data cleaning
rename,data cleaning
str_to_title,data cleaning
format,exploratory
round,modeling
format,exploratory
round,modeling
format,exploratory
round,modeling
format,exploratory
round,modeling
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
round,modeling
arrange,data cleaning
select,data cleaning
rename,data cleaning
round,modeling
str_to_title,data cleaning
arrange,data cleaning
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
round,modeling
arrange,data cleaning
select,data cleaning
rename,data cleaning
round,modeling
str_to_title,data cleaning
arrange,data cleaning
rbind,setup
rm,setup
ifelse,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
rename,data cleaning
round,modeling
str_to_title,data cleaning
arrange,data cleaning
rbind,setup
filter,data cleaning
rm,setup
ifelse,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
rename,data cleaning
round,modeling
str_to_title,data cleaning
arrange,data cleaning
function,setup
ifelse,data cleaning
paste0,setup
floor,data cleaning
floor,data cleaning
floor,data cleaning
substr,data cleaning
floor,data cleaning
floor,data cleaning
floor,data cleaning
ifelse,data cleaning
round,modeling
floor,data cleaning
paste0,setup
substr,data cleaning
round,modeling
round,modeling
paste0,setup
floor,data cleaning
substr,data cleaning
floor,data cleaning
floor,data cleaning
floor,data cleaning
ifelse,data cleaning
round,modeling
round,modeling
paste0,setup
substr,data cleaning
round,modeling
floor,data cleaning
round,modeling
round,modeling
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
select,data cleaning
rename,data cleaning
list,data cleaning
paste0,setup
names,setup
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
source,setup
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
left_join,data cleaning
function,setup
sum,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
as.numeric,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
function,setup
function,setup
function,setup
sqrt,data cleaning
sum,data cleaning
options,setup
function,setup
for,data cleaning
length,data cleaning
sum,data cleaning
bind_rows,data cleaning
rename,data cleaning
str_to_title,data cleaning
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
as.numeric,data cleaning
as.numeric,data cleaning
function,setup
paste0,setup
round,modeling
substr,data cleaning
round,modeling
round,modeling
round,modeling
ifelse,data cleaning
round,modeling
round,modeling
paste0,setup
substr,data cleaning
round,modeling
round,modeling
round,modeling
round,modeling
mutate,data cleaning
str_to_title,data cleaning
select,data cleaning
rename,data cleaning
select,data cleaning
unique,data cleaning
mutate,data cleaning
str_to_title,data cleaning
select,data cleaning
rename,data cleaning
select,data cleaning
unique,data cleaning
select,data cleaning
unique,data cleaning
select,data cleaning
unique,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
list.files,setup
file.path,setup
getwd,setup
for,data cleaning
read.csv,setup
file.path,setup
getwd,setup
length,data cleaning
paste,data cleaning
substr,data cleaning
function,setup
paste0,setup
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
filter,data cleaning
ggplot,exploratory
aes,exploratory
geom_bar,exploratory
facet_grid,exploratory
labs,exploratory
theme,exploratory
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
paste0,setup
paste0,setup
paste0,setup
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
list.files,setup
file.path,setup
getwd,setup
for,data cleaning
read.csv,setup
file.path,setup
getwd,setup
length,data cleaning
paste,data cleaning
substr,data cleaning
function,setup
paste0,setup
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
filter,data cleaning
ggplot,exploratory
aes,exploratory
geom_bar,exploratory
facet_grid,exploratory
labs,exploratory
theme,exploratory
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
filter,data cleaning
filter,data cleaning
select,data cleaning
paste0,setup
paste0,setup
paste0,setup
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
for,data cleaning
seq,setup
as.character,data cleaning
print,evaluation
download.file,setup
list.files,setup
for,data cleaning
unzip,setup
list.files,setup
list,data cleaning
for,data cleaning
cat,data cleaning
read.table,setup
paste0,setup
for,data cleaning
list.files,setup
select,data cleaning
filter,data cleaning
unique,data cleaning
rename,data cleaning
select,data cleaning
filter,data cleaning
unique,data cleaning
rename,data cleaning
for,data cleaning
seq,setup
as.character,data cleaning
print,evaluation
download.file,setup
list.files,setup
for,data cleaning
unzip,setup
list.files,setup
list,data cleaning
for,data cleaning
cat,data cleaning
read.table,setup
paste0,setup
for,data cleaning
list.files,setup
download.file,setup
unzip,setup
list.files,setup
list,data cleaning
for,data cleaning
cat,data cleaning
read.table,setup
paste0,setup
for,data cleaning
list.files,setup
select,data cleaning
filter,data cleaning
rename,data cleaning
select,data cleaning
rename,data cleaning
str_to_upper,data cleaning
select,data cleaning
filter,data cleaning
rename,data cleaning
select,data cleaning
rename,data cleaning
str_to_upper,data cleaning
str_to_upper,data cleaning
rbind,setup
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
if,data cleaning
if,data cleaning
%in%,data cleaning
message,setup
load,setup
sprintf,setup
get,data cleaning
ls,setup
message,setup
return,data cleaning
function,setup
if,data cleaning
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
if,data cleaning
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
message,setup
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
if,data cleaning
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
function,setup
function,setup
function,setup
grepl,data cleaning
grepl,data cleaning
row.names,data cleaning
if,data cleaning
grepl,data cleaning
grepl,data cleaning
if,data cleaning
grepl,data cleaning
lapply,data cleaning
function,setup
function,setup
data.table,setup
function,setup
if,data cleaning
function,setup
if,data cleaning
length,data cleaning
%in%,data cleaning
seq,setup
function,setup
if,data cleaning
length,data cleaning
%in%,data cleaning
seq,setup
function,setup
if,data cleaning
if,data cleaning
%in%,data cleaning
tolower,data cleaning
function,setup
if,data cleaning
message,setup
function,setup
gsub,data cleaning
if,data cleaning
%in%,data cleaning
return,data cleaning
return,data cleaning
paste,data cleaning
function,setup
message,setup
paste0,setup
getwd,setup
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
if,data cleaning
tolower,data cleaning
gsub,data cleaning
tolower,data cleaning
tempfile,setup
rep,data cleaning
length,data cleaning
sprintf,setup
sapply,data cleaning
function,setup
download.file,setup
unzip,setup
message,setup
getwd,setup
setwd,setup
paste0,setup
lapply,data cleaning
function,setup
function,setup
do.call,setup
names,setup
gsub,data cleaning
names,setup
unlink,setup
paste0,setup
setwd,setup
if,data cleaning
if,data cleaning
message,setup
function,setup
if,data cleaning
%in%,data cleaning
seq,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
grepl,data cleaning
row.names,data cleaning
if,data cleaning
grepl,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
if,data cleaning
if,data cleaning
message,setup
function,setup
if,data cleaning
tolower,data cleaning
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
names,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
function,setup
if,data cleaning
tolower,data cleaning
if,data cleaning
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
message,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
as.character,data cleaning
setwd,setup
unlink,setup
as.character,data cleaning
if,data cleaning
%in%,data cleaning
message,setup
tempfile,setup
sprintf,setup
download.file,setup
unzip,setup
paste0,setup
unlink,setup
message,setup
setwd,setup
paste0,setup
setwd,setup
unlink,setup
paste0,setup
rbind,setup
names,setup
if,data cleaning
if,data cleaning
message,setup
return,data cleaning
library,setup
library,setup
library,setup
read_html,setup
seq,setup
str_detect,exploratory
download.file,setup
paste0,setup
paste0,setup
unzip,setup
paste0,setup
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
data.table,setup
sum,data cleaning
list,data cleaning
rm,setup
unique,data cleaning
for,data cleaning
length,data cleaning
gsub,data cleaning
as.data.frame,data cleaning
if,data cleaning
length,data cleaning
rbind,setup
rbind,setup
print,evaluation
ifelse,data cleaning
str_detect,exploratory
%in%,data cleaning
unique,data cleaning
gsub,data cleaning
for,data cleaning
length,data cleaning
gsub,data cleaning
as.data.frame,data cleaning
if,data cleaning
length,data cleaning
rbind,setup
rbind,setup
print,evaluation
rbind,setup
rm,setup
as.character,data cleaning
merge,data cleaning
merge,data cleaning
rbind,setup
is.na,data cleaning
duplicated,exploratory
rm,setup
as.data.frame,data cleaning
merge,data cleaning
names,setup
as.character,data cleaning
merge,data cleaning
ggplot,exploratory
aes,exploratory
labs,exploratory
ggplot,exploratory
