func,classification
stringr,data cleaning
str_detect,data cleaning
tibble,data cleaning
separate,data cleaning
mutate,data cleaning
str_replace,data cleaning
rename,data cleaning
mutate,data cleaning
iconv,data cleaning
as.character,data cleaning
unique,data cleaning
setwd,setup
read.csv,import
left_join,data cleaning
View,exploratory
setdiff,setup
setdiff,setup
select,data cleaning
colnames,data cleaning
select,data cleaning
write.csv,export
install.packages,setup
library,setup
fromJSON,data cleaning
library,setup
library,setup
tibble,data cleaning
View,exploratory
str,exploratory
install.packages,setup
library,setup
getwd,setup
setwd,setup
View,exploratory
View,exploratory
library,setup
colnames,data cleaning
colnames,data cleaning
select,data cleaning
select,data cleaning
cbind,data cleaning
select,data cleaning
View,exploratory
rm,setup
rm,setup
rm,setup
rm,setup
source,setup
View,exploratory
nrow,data cleaning
unique,data cleaning
length,data cleaning
glimpse,exploratory
filter,data cleaning
filter,data cleaning
View,exploratory
filter,data cleaning
View,exploratory
filter,data cleaning
%in%,data cleaning
View,exploratory
filter,data cleaning
%in%,data cleaning
View,exploratory
select,data cleaning
View,exploratory
select,data cleaning
View,exploratory
select,data cleaning
View,exploratory
select,data cleaning
contains,data cleaning
View,exploratory
arrange,data cleaning
View,exploratory
arrange,data cleaning
View,exploratory
arrange,data cleaning
desc,data cleaning
View,exploratory
table,exploratory
mutate,data cleaning
View,exploratory
mutate,data cleaning
View,exploratory
mutate,data cleaning
case_when,data cleaning
View,exploratory
colnames,data cleaning
rename,data cleaning
View,exploratory
colnames,data cleaning
select,data cleaning
View,exploratory
colnames,data cleaning
summarize,data cleaning
mean,data cleaning
summarize,data cleaning
mean,data cleaning
mean,data cleaning
filter,data cleaning
summarize,data cleaning
mean,data cleaning
mean,data cleaning
summarize,data cleaning
min,exploratory
max,exploratory
n_distinct,data cleaning
n,data cleaning
group_by,data cleaning
summarize,data cleaning
min,exploratory
max,exploratory
n,data cleaning
print,communication
print,communication
getwd,setup
setwd,setup
install.packages,setup
library,setup
a,setup
mean,data cleaning
summary,exploratory
summary,exploratory
rnorm,data cleaning
x,modeling
plot,visualization
max,exploratory
max,exploratory
strptime,setup
install.packages,setup
library,setup
data.frame,data cleaning
factor,data cleaning
factor,data cleaning
as.character,data cleaning
View,exploratory
str,exploratory
levels,data cleaning
summary,exploratory
as.character,data cleaning
as.character,data cleaning
View,exploratory
str,exploratory
factor,data cleaning
as.numeric,data cleaning
as.numeric,data cleaning
as.character,data cleaning
function,data cleaning
return,data cleaning
seq,visualization
sum,exploratory
matrix,data cleaning
mean,data cleaning
data.frame,data cleaning
View,exploratory
mean,data cleaning
mean,data cleaning
matrix,data cleaning
list,data cleaning
names,data cleaning
data.frame,data cleaning
as.character,data cleaning
length,data cleaning
nchar,data cleaning
dim,exploratory
ncol,data cleaning
str,exploratory
summary,exploratory
rm,setup
source,setup
View,exploratory
filter,data cleaning
group_by,data cleaning
summarize,data cleaning
n,data cleaning
arrange,data cleaning
desc,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
group_by,data cleaning
summarize,data cleaning
n,data cleaning
arrange,data cleaning
desc,data cleaning
filter,data cleaning
group_by,data cleaning
summarize,data cleaning
n,data cleaning
mutate,data cleaning
lag,data cleaning
filter,data cleaning
group_by,data cleaning
summarize,data cleaning
n,data cleaning
mutate,data cleaning
lag,data cleaning
mutate,data cleaning
filter,data cleaning
group_by,data cleaning
summarize,data cleaning
n,data cleaning
mutate,data cleaning
lag,data cleaning
mutate,data cleaning
mutate,data cleaning
sum,exploratory
group_by,data cleaning
summarize,data cleaning
n,data cleaning
group_by,data cleaning
summarize,data cleaning
n,data cleaning
group_by,data cleaning
summarize,data cleaning
n,data cleaning
mutate,data cleaning
sum,exploratory
group_by,data cleaning
summarize,data cleaning
n,data cleaning
mutate,data cleaning
sum,exploratory
filter,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
summarize,data cleaning
n,data cleaning
sum,exploratory
glimpse,exploratory
group_by,data cleaning
count,exploratory
install.packages,setup
library,setup
group_by,data cleaning
filter,data cleaning
summarize,data cleaning
n,data cleaning
group_by,data cleaning
filter,data cleaning
summarize,data cleaning
n,data cleaning
mutate,data cleaning
sum,exploratory
group_by,data cleaning
filter,data cleaning
summarize,data cleaning
n,data cleaning
filter,data cleaning
mutate,data cleaning
sum,exploratory
filter,data cleaning
select,data cleaning
group_by,data cleaning
filter,data cleaning
summarize,data cleaning
n,data cleaning
mutate,data cleaning
sum,exploratory
group_by,data cleaning
filter,data cleaning
summarize,data cleaning
n,data cleaning
mutate,data cleaning
sum,exploratory
filter,data cleaning
select,data cleaning
arrange,data cleaning
desc,data cleaning
install.packages,setup
library,setup
select,data cleaning
spread,data cleaning
select,data cleaning
spread,data cleaning
gather,data cleaning
gather,data cleaning
install.packages,setup
library,setup
read_csv,import
read.csv,import
str,exploratory
str,exploratory
setwd,setup
read_csv,import
write_csv,export
write_csv,export
install.packages,setup
library,setup
read_excel,import
colnames,data cleaning
make.names,data cleaning
colnames,data cleaning
colnames,data cleaning
colnames,data cleaning
colnames,data cleaning
colnames,data cleaning
library,setup
rename,data cleaning
colnames,data cleaning
rename,data cleaning
rename,data cleaning
colnames,data cleaning
subset,data cleaning
is.na,data cleaning
filter,data cleaning
is.na,data cleaning
read.table,import
read.table,import
library,setup
read_delim,data cleaning
read_tsv,import
library,setup
library,setup
library,setup
library,setup
library,setup
getwd,setup
setwd,setup
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
bind_rows,data cleaning
fwrite,export
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
View,exploratory
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fwrite,export
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
as.numeric,data cleaning
bind_rows,data cleaning
fwrite,export
install.packages,setup
library,setup
read_excel,import
View,exploratory
table,exploratory
prop.table,setup
round,data cleaning
sum,exploratory
sum,exploratory
names,data cleaning
length,data cleaning
cbind,data cleaning
table,exploratory
prop.table,setup
round,data cleaning
sum,exploratory
sum,exploratory
names,data cleaning
length,data cleaning
cbind,data cleaning
cut,data cleaning
table,exploratory
prop.table,setup
round,data cleaning
sum,exploratory
sum,exploratory
names,data cleaning
length,data cleaning
cbind,data cleaning
paste,data cleaning
rainbow,visualization
legend,visualization
names,data cleaning
rainbow,visualization
barplot,visualization
barplot,visualization
table,exploratory
barplot,visualization
legend,visualization
rownames,data cleaning
hist,visualization
plot,visualization
lines,visualization
lines,visualization
boxplot,visualization
install.packages,setup
install.packages,setup
install.packages,setup
install.packages,setup
install.packages,setup
install.packages,setup
install.packages,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
getwd,setup
setwd,setup
fread,import
filter,data cleaning
mutate,data cleaning
iconv,data cleaning
str_to_lower,data cleaning
mutate,data cleaning
str_replace_all,data cleaning
mutate,data cleaning
str_replace_all,data cleaning
arrange,data cleaning
setwd,setup
dir.create,setup
setwd,setup
while,evaluation
GET,export
fromJSON,data cleaning
download.file,import
basename,setup
function,data cleaning
return,data cleaning
list.files,setup
for,data cleaning
basename,setup
gsub,data cleaning
match,data cleaning
basename,setup
paste0,import
dirname,setup
file.rename,data cleaning
cat,communication
basename,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
do.call,data cleaning
colnames,data cleaning
filter,data cleaning
data.frame,data cleaning
setwd,setup
dir.create,setup
setwd,setup
while,evaluation
data.frame,data cleaning
colnames,data cleaning
as.character,data cleaning
GET,export
xml2,export
map,data cleaning
as.list,data cleaning
filter,data cleaning
as.data.frame,data cleaning
download.file,import
basename,setup
function,data cleaning
return,data cleaning
as.data.frame,data cleaning
as.data.frame,data cleaning
iconv,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
tolower,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
gsub,data cleaning
as.data.frame,data cleaning
gsub,data cleaning
cbind,data cleaning
colnames,data cleaning
colnames,data cleaning
setwd,setup
function,data cleaning
file.rename,data cleaning
paste0,import
paste0,import
mapply,data cleaning
library,setup
library,setup
library,setup
library,setup
head,exploratory
as.data.frame,data cleaning
colnames,data cleaning
as.character,data cleaning
as.data.frame,data cleaning
iconv,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
colnames,data cleaning
cbind,data cleaning
setwd,setup
fread,import
as.data.frame,data cleaning
iconv,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
colnames,data cleaning
cbind,data cleaning
merge,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
ifelse,data cleaning
ifelse,data cleaning
colnames,data cleaning
filter,data cleaning
count,exploratory
View,exploratory
filter,data cleaning
is.na,data cleaning
select,data cleaning
data.frame,data cleaning
colnames,data cleaning
cbind,data cleaning
select,data cleaning
data.frame,data cleaning
colnames,data cleaning
bind_rows,data cleaning
order,data cleaning
write.csv,export
write.xlsx,export
as.data.frame,data cleaning
library,setup
library,setup
library,setup
fread,import
colnames,data cleaning
colnames,data cleaning
colnames,data cleaning
nrow,data cleaning
gsub,data cleaning
head,exploratory
as.numeric,data cleaning
typeof,exploratory
sum,exploratory
tolower,data cleaning
head,exploratory
head,exploratory
as.data.frame,data cleaning
iconv,data cleaning
head,exploratory
cbind,data cleaning
head,exploratory
library,setup
fread,import
fread,import
fread,import
bind_rows,data cleaning
unique,data cleaning
library,setup
separate,data cleaning
head,exploratory
head,exploratory
library,setup
library,setup
library,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
getwd,setup
setwd,setup
fread,import
ggplot,visualization
aes,visualization
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
function,data cleaning
format,data cleaning
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_text,visualization
ggsave,export
ggplot,visualization
aes,visualization
as.numeric,data cleaning
as.character,data cleaning
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
function,data cleaning
format,data cleaning
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_text,visualization
element_text,visualization
ggsave,export
ggplot,visualization
aes,visualization
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_text,visualization
element_text,visualization
ggsave,export
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
getwd,setup
setwd,setup
fread,import
ggplot,visualization
aes,visualization
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
function,data cleaning
format,data cleaning
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_text,visualization
ggsave,export
ggplot,visualization
aes,visualization
as.numeric,data cleaning
as.character,data cleaning
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
function,data cleaning
format,data cleaning
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_text,visualization
element_text,visualization
ggsave,export
fread,import
ggplot,visualization
aes,visualization
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_text,visualization
element_text,visualization
ggsave,export
ggplot,visualization
aes,visualization
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
function,data cleaning
format,data cleaning
scale_y_continuous,visualization
function,data cleaning
format,data cleaning
theme,visualization
element_blank,visualization
element_text,visualization
ggsave,export
library,setup
library,setup
library,setup
library,setup
library,setup
as.data.frame,data cleaning
colnames,data cleaning
separate,data cleaning
fread,import
as.data.frame,data cleaning
iconv,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
colnames,data cleaning
merge,data cleaning
write.xlsx,export
as.data.frame,data cleaning
library,setup
library,setup
setwd,setup
fread,import
head,exploratory
filter,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
filter,data cleaning
filter,data cleaning
merge,data cleaning
write.csv,export
install.packages,setup
install.packages,setup
library,setup
library,setup
library,setup
library,setup
library,setup
head,exploratory
as.data.frame,data cleaning
colnames,data cleaning
grep,data cleaning
for,data cleaning
as.numeric,data cleaning
sub,data cleaning
sub,data cleaning
sub,data cleaning
grep,data cleaning
which,data cleaning
as.character,data cleaning
colnames,data cleaning
as.character,data cleaning
fread,import
colnames,data cleaning
merge,data cleaning
data.table,import
setdiff,setup
colnames,data cleaning
cbind,data cleaning
cbind,data cleaning
cbind,data cleaning
data.table,import
colnames,data cleaning
order,data cleaning
write.csv,export
write.xlsx,export
as.data.frame,data cleaning
as.data.frame,data cleaning
iconv,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
colnames,data cleaning
fread,import
colnames,data cleaning
as.character,data cleaning
as.character,data cleaning
as.character,data cleaning
order,data cleaning
merge,data cleaning
data.table,import
setdiff,setup
cbind,data cleaning
cbind,data cleaning
cbind,data cleaning
colnames,data cleaning
data.table,import
colnames,data cleaning
write.csv,export
write.xlsx,export
as.data.frame,data cleaning
knitr::opts_chunk,communication
set,communication
library,setup
library,setup
library,setup
library,setup
fread,import
summary,exploratory
head,exploratory
unique,data cleaning
length,data cleaning
which,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
df,import
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
geom_bar,visualization
coord_flip,visualization
ggtitle,visualization
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
geom_bar,visualization
coord_flip,visualization
ggtitle,visualization
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
sum,exploratory
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
sum,exploratory
merge,data cleaning
colnames,data cleaning
order,data cleaning
ggplot,visualization
aes,visualization
geom_bar,visualization
coord_flip,visualization
ggtitle,visualization
library,setup
library,setup
dplyr,data cleaning
first,communication
plot,visualization
library,setup
dplyr,data cleaning
first,communication
plot,visualization
library,setup
dplyr,data cleaning
first,communication
plot,visualization
dplyr,data cleaning
first,communication
plot,visualization
abline,visualization
par,visualization
rep,data cleaning
dplyr,data cleaning
first,communication
with,visualization
extract,data cleaning
dim,exploratory
dim,exploratory
plot,visualization
abline,visualization
abline,visualization
dplyr,data cleaning
first,communication
with,visualization
extract,data cleaning
dim,exploratory
dim,exploratory
tibble,data cleaning
as_tibble,import
tibble,data cleaning
tidyr,data cleaning
gather,data cleaning
dplyr,data cleaning
dplyr,data cleaning
vars,evaluation
dplyr,data cleaning
dplyr,data cleaning
mutate,data cleaning
dplyr,data cleaning
dplyr,data cleaning
vars,evaluation
dplyr,data cleaning
sprintf,communication
tidyr,data cleaning
tidyr,data cleaning
spread,data cleaning
dplyr,data cleaning
mutate,data cleaning
dplyr,data cleaning
select,data cleaning
dplyr,data cleaning
everything,data cleaning
rbind,data cleaning
plot,visualization
round,data cleaning
sum,exploratory
function,data cleaning
floor,data cleaning
dim,exploratory
matrix,data cleaning
nrow,data cleaning
ncol,data cleaning
nrow,data cleaning
ncol,data cleaning
for,data cleaning
seq_len,communication
nrow,data cleaning
for,data cleaning
seq_len,communication
ncol,data cleaning
sum,exploratory
plot,visualization
rbind,data cleaning
plot,visualization
function,data cleaning
par,visualization
rep,data cleaning
plot,visualization
par,visualization
rep,data cleaning
plot,visualization
par,visualization
rep,data cleaning
plot,visualization
function,data cleaning
abs,modeling
par,visualization
rep,data cleaning
plot,visualization
purrr,data cleaning
map,data cleaning
seq_len,communication
dim,exploratory
round,data cleaning
purrr,data cleaning
map2,modeling
purrr,data cleaning
map,data cleaning
par,visualization
purrr,data cleaning
walk,setup
function,data cleaning
matrix,data cleaning
floor,data cleaning
nrow,data cleaning
floor,data cleaning
ncol,data cleaning
cbind,data cleaning
rbind,data cleaning
for,data cleaning
nrow,data cleaning
for,data cleaning
ncol,data cleaning
max,exploratory
array,data cleaning
dim,exploratory
purrr,data cleaning
map2,modeling
par,visualization
rep,data cleaning
par,visualization
purrr,data cleaning
walk,setup
plot,visualization
dim,exploratory
purrr,data cleaning
map,data cleaning
dim,exploratory
plyr,data cleaning
purrr,data cleaning
map,data cleaning
purrr,data cleaning
map2,modeling
purrr,data cleaning
par,visualization
rep,data cleaning
par,visualization
purrr,data cleaning
walk,setup
plot,visualization
dim,exploratory
purrr,data cleaning
map,data cleaning
dim,exploratory
plyr,data cleaning
purrr,data cleaning
map,data cleaning
purrr,data cleaning
map2,modeling
purrr,data cleaning
par,visualization
purrr,data cleaning
walk,setup
plot,visualization
array,data cleaning
nrow,data cleaning
ncol,data cleaning
tibble,data cleaning
as_tibble,import
purrr,data cleaning
tidyr,data cleaning
gather,data cleaning
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
mutate,data cleaning
n,data cleaning
dplyr,data cleaning
ungroup,data cleaning
dplyr,data cleaning
mutate,data cleaning
dplyr,data cleaning
if_else,visualization
as.character,data cleaning
round,data cleaning
tidyr,data cleaning
spread,data cleaning
knitr,communication
dplyr,data cleaning
first,communication
plot,visualization
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
as.data.frame,data cleaning
as.data.frame,data cleaning
as.data.frame,data cleaning
colnames,data cleaning
colnames,data cleaning
bind_rows,data cleaning
as.data.frame,data cleaning
select,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
colnames,data cleaning
GET,export
xml2,export
xml2,export
xml_find_all,export
xml2,export
tibble,data cleaning
tibble,data cleaning
xml2,export
xml2,export
xml_text,export
mutate,data cleaning
xml2,export
xml2,export
mutate,data cleaning
xml2,export
library,setup
GET,export
xml2,export
xml2,export
xml2,export
dplyr,data cleaning
first,communication
dplyr,data cleaning
mutate,data cleaning
ifelse,data cleaning
tidyr,data cleaning
spread,data cleaning
tibble,data cleaning
as_tibble,import
function,data cleaning
paste0,import
sprintf,communication
if,setup
file.exists,setup
GET,export
xml2,export
xml2,export
xml2,export
is.na,data cleaning
xml2,export
xml_find_all,export
tibble,data cleaning
tibble,data cleaning
xml2,export
xml2,export
xml_text,export
mutate,data cleaning
tibble,data cleaning
tibble,data cleaning
list,data cleaning
while,evaluation
dplyr,data cleaning
last,data cleaning
message,communication
dplyr,data cleaning
bind_rows,data cleaning
GET,export
function,data cleaning
xml_find_all,export
list,data cleaning
library,setup
options,setup
knitr::opts_chunk,communication
set,communication
library,setup
library,setup
library,setup
xml_find_all,export
xml_find_all,export
xml_text,export
text,visualization
xml_find_all,export
xml_find_all,export
xml_find_all,export
xml_find_all,export
library,setup
GET,export
list,data cleaning
GET,export
library,setup
list,data cleaning
GET,export
xml2,export
xml2,export
xml_find_all,export
tibble,data cleaning
tibble,data cleaning
dplyr,data cleaning
mutate,data cleaning
xml2,export
xml_text,export
xml2,export
mutate,data cleaning
xml_find_all,export
library,setup
GET,export
paste0,import
GET,export
GET,export
png,export
tibble,data cleaning
list,data cleaning
while,evaluation
length,data cleaning
list,data cleaning
GET,export
library,setup
new,data cleaning
s,modeling
s,modeling
s,modeling
readr,import
library,setup
library,setup
library,setup
library,setup
paste0,import
GET,export
str_remove,data cleaning
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
GET,export
xml2,export
dplyr,data cleaning
first,communication
tibble,data cleaning
summary,exploratory
sum,exploratory
sum,exploratory
sum,exploratory
sum,exploratory
rm,setup
class,exploratory
class,exploratory
class,exploratory
class,exploratory
class,exploratory
class,exploratory
as.integer,data cleaning
class,exploratory
install.packages,setup
library,setup
fread,import
setwd,setup
getwd,setup
fread,import
View,exploratory
library,setup
read_excel,import
View,exploratory
install.packages,setup
library,setup
glimpse,exploratory
mutate,data cleaning
glimpse,exploratory
mutate,data cleaning
glimpse,exploratory
round,data cleaning
round,data cleaning
mutate,data cleaning
round,data cleaning
glimpse,exploratory
class,exploratory
as.numeric,data cleaning
class,exploratory
as.character,data cleaning
class,exploratory
mutate,data cleaning
as.character,data cleaning
glimpse,exploratory
mutate,data cleaning
as.numeric,data cleaning
glimpse,exploratory
mutate,data cleaning
as.Date,data cleaning
glimpse,exploratory
mutate,data cleaning
mutate,data cleaning
round,data cleaning
mutate,data cleaning
mutate,data cleaning
as.Date,data cleaning
glimpse,exploratory
mutate,data cleaning
round,data cleaning
as.Date,data cleaning
glimpse,exploratory
rename,data cleaning
glimpse,exploratory
unique,data cleaning
filter,data cleaning
glimpse,exploratory
filter,data cleaning
glimpse,exploratory
unique,data cleaning
filter,data cleaning
glimpse,exploratory
filter,data cleaning
glimpse,exploratory
filter,data cleaning
glimpse,exploratory
filter,data cleaning
glimpse,exploratory
arrange,data cleaning
desc,data cleaning
slice,exploratory
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
group_by,data cleaning
summarise,data cleaning
sum,exploratory
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
arrange,data cleaning
desc,data cleaning
slice,exploratory
group_by,data cleaning
summarise,data cleaning
sum,exploratory
arrange,data cleaning
desc,data cleaning
slice,exploratory
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
arrange,data cleaning
desc,data cleaning
filter,data cleaning
glimpse,exploratory
group_by,data cleaning
summarise,data cleaning
n,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
arrange,data cleaning
desc,data cleaning
getwd,setup
setwd,setup
fwrite,export
library,setup
write.xlsx,export
fread,import
glimpse,exploratory
left_join,data cleaning
glimpse,exploratory
View,exploratory
rename,data cleaning
left_join,data cleaning
glimpse,exploratory
group_by,data cleaning
summarise,data cleaning
sum,exploratory
left_join,data cleaning
select,data cleaning
arrange,data cleaning
desc,data cleaning
View,exploratory
install.packages,setup
library,setup
write.xlsx,export
as.data.frame,data cleaning
filter,data cleaning
library,setup
library,setup
setwd,setup
getwd,setup
fread,import
glimpse,exploratory
fread,import
glimpse,exploratory
unique,data cleaning
unique,data cleaning
filter,data cleaning
mutate,data cleaning
tolower,data cleaning
iconv,data cleaning
gsub,data cleaning
left_join,data cleaning
glimpse,exploratory
View,exploratory
mutate,data cleaning
if_else,visualization
is.na,data cleaning
glimpse,exploratory
View,exploratory
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
round,data cleaning
sum,exploratory
sum,exploratory
getwd,setup
setwd,setup
fwrite,export
library,setup
write.xlsx,export
as.data.frame,data cleaning
library,setup
read_excel,import
install.packages,setup
library,setup
group_by,data cleaning
summarise,data cleaning
mean,data cleaning
round,data cleaning
sum,exploratory
sum,exploratory
select,data cleaning
spread,data cleaning
rename,data cleaning
mutate,data cleaning
ungroup,data cleaning
summarise,data cleaning
mean,data cleaning
list,data cleaning
suppressMessages,setup
library,setup
suppressMessages,setup
library,setup
suppressMessages,setup
library,setup
suppressMessages,setup
library,setup
group_by,data cleaning
summarise,data cleaning
unique,data cleaning
length,data cleaning
arrange,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
mutate,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
mutate,data cleaning
as.Date,data cleaning
filter,data cleaning
as.Date,data cleaning
group_by,data cleaning
mutate,data cleaning
n,data cleaning
arrange,data cleaning
slice,exploratory
summarise,data cleaning
paste0,import
paste0,import
arrange,data cleaning
setNames,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
mutate,data cleaning
as.Date,data cleaning
filter,data cleaning
as.Date,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
%in%,data cleaning
sum,exploratory
%in%,data cleaning
ungroup,data cleaning
mutate,data cleaning
paste0,import
paste0,import
select,data cleaning
arrange,data cleaning
setNames,data cleaning
list,data cleaning
fromJSON,data cleaning
format,data cleaning
today,communication
paste0,import
Sys.time,communication
Sys.time,communication
list,data cleaning
list,data cleaning
list,data cleaning
knitr::opts_chunk,communication
set,communication
function,data cleaning
as.list,data cleaning
list,data cleaning
function,data cleaning
paste0,import
function,data cleaning
paste0,import
function,data cleaning
paste0,import
function,data cleaning
paste0,import
function,data cleaning
paste0,import
function,data cleaning
as.list,data cleaning
list,data cleaning
function,data cleaning
function,data cleaning
function,data cleaning
as.list,data cleaning
list,data cleaning
function,data cleaning
paste0,import
function,data cleaning
purrr,data cleaning
map,data cleaning
dplyr,data cleaning
bind_rows,data cleaning
knitr::opts_chunk,communication
set,communication
function,data cleaning
function,data cleaning
length,data cleaning
dplyr,data cleaning
select,data cleaning
dplyr,data cleaning
mutate,data cleaning
purrr,data cleaning
map,data cleaning
dplyr,data cleaning
mutate,data cleaning
purrr,data cleaning
map,data cleaning
dplyr,data cleaning
select,data cleaning
dplyr,data cleaning
mutate,data cleaning
purrr,data cleaning
map,data cleaning
tidyr,data cleaning
dplyr,data cleaning
mutate,data cleaning
purrr,data cleaning
map,data cleaning
dplyr,data cleaning
mutate,data cleaning
purrr,data cleaning
tidyr,data cleaning
dplyr,data cleaning
mutate,data cleaning
purrr,data cleaning
map,data cleaning
dplyr,data cleaning
mutate,data cleaning
purrr,data cleaning
map,data cleaning
dplyr,data cleaning
select,data cleaning
dplyr,data cleaning
mutate,data cleaning
purrr,data cleaning
map,data cleaning
dplyr,data cleaning
mutate,data cleaning
purrr,data cleaning
map,data cleaning
dplyr,data cleaning
mutate,data cleaning
as.Date,data cleaning
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
summarise,data cleaning
dplyr,data cleaning
n,data cleaning
list,data cleaning
function,data cleaning
rmarkdown,export
render,export
system.file,import
new.env,setup
list,data cleaning
function,data cleaning
as.list,data cleaning
list,data cleaning
paste0,import
function,data cleaning
fromJSON,data cleaning
if,setup
unlist,data cleaning
as.list,data cleaning
as.data.frame,data cleaning
function,data cleaning
GET,export
if,setup
ceiling,data cleaning
as.numeric,data cleaning
vector,setup
for,data cleaning
GET,export
dplyr,data cleaning
bind_rows,data cleaning
return,data cleaning
knitr::opts_chunk,communication
